timestamp,ambient_temp,solar_irradiance_w_m2,price,load,internal_gains_w,solar_gains_w,wind_speed_m_s
2024-01-01 04:30:00,19.28554038489707,742.8432307917657,0.30393000908799417,388.64082532453364,0.0,928.5540384897071,1.8571080769794142
2024-01-01 04:45:00,19.510565162951536,760.8452130361229,0.2703288603700235,407.29490168751573,0.0,951.0565162951536,1.9021130325903073
2024-01-01 05:00:00,19.694002659393306,775.5202127514644,0.28411586204661926,426.3543538577602,0.0,969.4002659393304,1.938800531878661
2024-01-01 05:15:00,19.835050748723823,786.8040598979059,0.24562160842687933,445.7358397003671,0.0,983.5050748723824,1.9670101497447647
2024-01-01 05:30:00,19.93309266353638,794.6474130829105,0.2276039811383996,465.3546089091243,0.0,993.3092663536381,1.9866185327072763
2024-01-01 05:45:00,19.987699691483048,799.0159753186439,0.22890044856300623,485.1248735980332,0.0,998.7699691483049,1.9975399382966097
2024-01-01 06:00:00,19.998633049924692,799.8906439939752,0.22219341017892838,504.9601834299075,2.4800917149537396,999.863304992469,1.999726609984938
2024-01-01 06:15:00,19.965844930066698,797.2675944053359,0.23458533091372233,524.7738036416997,12.386901820849847,996.5844930066698,1.9931689860133397
2024-01-01 06:30:00,19.889478706014685,791.1582964811748,0.19668608982904784,544.4790943135527,22.239547156776318,988.9478706014685,1.977895741202937
2024-01-01 06:45:00,19.769868307835992,781.5894646268794,0.20428680648559475,563.9898892231239,31.994944611561944,976.9868307835993,1.9539736615671985
2024-01-01 07:00:00,19.60753676136848,768.6029409094785,0.17345336973167894,583.2208726285533,41.61043631427664,960.7536761368482,1.9215073522736963
2024-01-01 07:15:00,19.403193901161615,752.255512092929,0.18638690180310793,602.0879523324928,51.04397616624643,940.3193901161612,1.8806387802323226
2024-01-01 07:30:00,19.157733266550572,732.6186613240459,0.18155358926951354,620.5086273958908,60.25431369794542,915.7733266550574,1.8315466533101148
2024-01-01 07:45:00,18.87222819443612,709.7782555548895,0.17239334708938728,638.4023488936064,69.2011744468032,887.2228194436118,1.7744456388872236
2024-01-01 08:00:00,18.547927125855388,683.8341700684311,0.1224223424365365,655.6908721343647,77.84543606718232,854.7927125855389,1.7095854251710778
2024-01-01 08:15:00,18.186248146866923,654.8998517493538,0.15162536398699783,672.2985988048832,86.14929940244161,818.6248146866923,1.6372496293733845
2024-01-01 08:30:00,17.788772787621124,623.10182300969,0.1479545082353533,688.152907542061,94.07645377103054,778.8772787621124,1.5577545575242249
2024-01-01 08:45:00,17.357239106731313,588.5791285385052,0.1078078749319468,703.1844714877224,101.59223574386117,735.7239106731315,1.471447821346263
2024-01-01 09:00:00,16.893534091185657,551.4827272948527,0.1154636198968305,717.3275614373265,108.66378071866328,689.3534091185659,1.3787068182371318
2024-01-01 09:15:00,16.399685405033164,511.97483240265313,0.11570319169688714,730.5203332570576,115.26016662852881,639.9685405033164,1.2799370810066328
2024-01-01 09:30:00,15.877852522924728,470.22820183397823,0.12148415727548632,742.7050983124842,121.35254915624209,587.7852522924728,1.1755705045849456
2024-01-01 09:45:00,15.330317287279936,426.4253829823949,0.10114393533571021,753.8285757262806,126.91428786314032,533.0317287279936,1.0660634574559873
2024-01-01 10:00:00,14.759473930370733,380.7579144296586,0.07166497023116891,763.8421253619467,131.92106268097336,475.9473930370733,0.9518947860741466
2024-01-01 10:15:00,14.167818604952902,333.4254883962323,0.07129693747476373,772.7019605147489,136.3509802573744,416.78186049529035,0.8335637209905807
2024-01-01 10:30:00,13.557938469225164,284.635077538013,0.060792631319976705,780.3693393798383,140.18466968991913,355.79384692251625,0.7115876938450325
2024-01-01 10:45:00,12.932500373844643,234.6000299075715,0.0879087621849648,786.8107344603073,143.40536723015367,293.25003738446435,0.5865000747689287
2024-01-01 11:00:00,12.294239200467516,183.53913603740116,0.0674953820278356,791.9979791744017,145.99898958720087,229.42392004675148,0.45884784009350293
2024-01-01 11:15:00,11.645945902807336,131.67567222458686,0.05606148337448165,795.9083910208167,147.95419551040837,164.5945902807336,0.3291891805614672
2024-01-01 11:30:00,10.990455302504627,79.23642420037012,0.0768781168038343,798.5248707635034,149.2624353817517,99.04553025046266,0.19809106050092531
2024-01-01 11:45:00,10.33063369317308,26.450695453846386,0.0569455696280384,799.8359772022778,149.91798860113892,33.06336931730798,0.06612673863461596
2024-01-01 12:00:00,9.669366306826918,0.0,0.08907344613941914,799.8359772022778,149.91798860113892,0.0,0.06612673863461636
2024-01-01 12:15:00,9.009544697495372,0.0,0.05913728271447976,798.5248707635035,149.26243538175171,0.0,0.19809106050092573
2024-01-01 12:30:00,8.354054097192657,0.0,0.052158210118929446,795.9083910208167,147.95419551040834,0.0,0.32918918056146845
2024-01-01 12:45:00,7.7057607995324835,0.0,0.08979802326775399,791.9979791744017,145.99898958720087,0.0,0.4588478400935033
2024-01-01 13:00:00,7.0674996261553495,0.0,0.07098147222238403,786.8107344603072,143.40536723015364,0.0,0.5865000747689301
2024-01-01 13:15:00,6.4420615307748355,0.0,0.08401183474499854,780.3693393798383,140.1846696899191,0.0,0.711587693845033
2024-01-01 13:30:00,5.832181395047094,0.0,0.07528019232910238,772.7019605147486,136.35098025737432,0.0,0.8335637209905812
2024-01-01 13:45:00,5.2405260696292615,0.0,0.1168038967081215,763.8421253619465,131.92106268097328,0.0,0.9518947860741478
2024-01-01 14:00:00,4.6696827127200615,0.0,0.1013447204186786,753.8285757262807,126.91428786314036,0.0,1.0660634574559877
2024-01-01 14:15:00,4.122147477075266,0.0,0.11925013881742583,742.7050983124843,121.35254915624215,0.0,1.1755705045849467
2024-01-01 14:30:00,3.600314594966835,0.0,0.10460303679867008,730.5203332570577,115.26016662852886,0.0,1.279937081006633
2024-01-01 14:45:00,3.1064659088143394,0.0,0.126336699988996,717.3275614373267,108.66378071866335,0.0,1.378706818237132
2024-01-01 15:00:00,2.6427608932686812,0.0,0.11788609389328794,703.1844714877222,101.59223574386112,0.0,1.4714478213462638
2024-01-01 15:15:00,2.2112272123788728,0.0,0.1310969020802078,688.152907542061,94.0764537710305,0.0,1.5577545575242255
2024-01-01 15:30:00,1.813751853133077,0.0,0.12806593253846588,672.2985988048833,86.14929940244168,0.0,1.6372496293733847
2024-01-01 15:45:00,1.4520728741446103,0.0,0.13626088378373155,655.6908721343648,77.8454360671824,0.0,1.709585425171078
2024-01-01 16:00:00,1.1277718055638815,0.0,0.17981882267043037,638.4023488936066,69.20117444680328,0.0,1.7744456388872238
2024-01-01 16:15:00,0.8422667334494243,0.0,0.14756875826259125,620.508627395891,60.254313697945506,0.0,1.8315466533101152
2024-01-01 16:30:00,0.5968060988383854,0.0,0.18372640945534857,602.087952332493,51.04397616624652,0.0,1.880638780232323
2024-01-01 16:45:00,0.3924632386315192,0.0,0.1723995980116382,583.2208726285535,41.61043631427673,0.0,1.9215073522736963
2024-01-01 17:00:00,0.23013169216400797,0.0,0.18064546146026067,563.9898892231241,31.994944611562037,0.0,1.9539736615671985
2024-01-01 17:15:00,0.11052129398531463,0.0,0.20654884633698445,544.4790943135525,22.239547156776275,0.0,1.977895741202937
2024-01-01 17:30:00,0.034155069933301974,0.0,0.20358744366418843,524.7738036416996,12.386901820849804,0.0,1.9931689860133397
2024-01-01 17:45:00,0.0013669500753099584,0.0,0.20487692356007844,504.9601834299074,2.480091714953698,0.0,1.999726609984938
2024-01-01 18:00:00,0.012300308516952185,0.0,0.22245273789140188,485.1248735980331,0.0,0.0,1.9975399382966097
2024-01-01 18:15:00,0.06690733646361835,0.0,0.23692880058463966,465.35460890912395,0.0,0.0,1.9866185327072763
2024-01-01 18:30:00,0.16494925127617677,0.0,0.26341492736894756,445.73583970036674,0.0,0.0,1.9670101497447645
2024-01-01 18:45:00,0.30599734060669803,0.0,0.2619558669366623,426.3543538577599,0.0,0.0,1.9388005318786605
2024-01-01 19:00:00,0.48943483704846713,0.0,0.2526410607693028,407.2949016875154,0.0,0.0,1.9021130325903066
2024-01-01 19:15:00,0.7144596151029283,0.0,0.3052442269135292,388.6408253245338,0.0,0.0,1.8571080769794142
2024-01-01 19:30:00,0.9800876986704115,0.0,0.29546907100460384,370.47369429845213,0.0,0.0,1.8039824602659178
2024-01-01 19:45:00,1.2851575637272301,0.0,0.28422283580895685,352.8729488508475,0.0,0.0,1.742968487254554
2024-01-01 20:00:00,1.6283352173747172,0.0,0.3097240892806159,335.91555256327183,0.0,0.0,1.6743329565250566
2024-01-01 20:15:00,2.0081200310507565,0.0,0.3064365482130272,319.67565581509234,0.0,0.0,1.5983759937898487
2024-01-01 20:30:00,2.422851302396653,0.0,0.33907122689623903,304.22427154274965,0.0,0.0,1.5154297395206693
2024-01-01 20:45:00,2.8707155170860315,0.0,0.32204992598283155,289.6289647182536,0.0,0.0,1.4258568965827938
2024-01-01 21:00:00,3.3497542788615213,0.0,0.3146515392219039,275.953556904754,0.0,0.0,1.3300491442276958
2024-01-01 21:15:00,3.857872873103326,0.0,0.35251841882660856,263.257847181082,0.0,0.0,1.2284254253793347
2024-01-01 21:30:00,4.39284942648328,0.0,0.3421261451409005,251.59735065559406,0.0,0.0,1.121430114703344
2024-01-01 21:45:00,4.952344622651563,0.0,0.33234469843845865,241.02305571272785,0.0,0.0,1.0095310754696873
2024-01-01 22:00:00,5.533911931471937,0.0,0.3503136931145806,231.58120105377094,0.0,0.0,0.8932176137056126
2024-01-01 22:15:00,6.1350083070754815,0.0,0.382486426526012,223.31307350678458,0.0,0.0,0.7729983385849037
2024-01-01 22:30:00,6.75300530795317,0.0,0.3456095721139609,216.25482748980954,0.0,0.0,0.6493989384093658
2024-01-01 22:45:00,7.38520059046181,0.0,0.3616555701205215,210.43732691679537,0.0,0.0,0.522959881907638
2024-01-01 23:00:00,8.028829725485197,0.0,0.3711147818832036,205.88601023755717,0.0,0.0,0.3942340549029605
2024-01-01 23:15:00,8.681078286579314,0.0,0.36438356613469314,202.6207792019074,0.0,0.0,0.26378434268413725
2024-01-01 23:30:00,9.33909415674301,0.0,0.37715218337652356,200.6559118343676,0.0,0.0,0.13218116865139798
2024-01-01 23:45:00,9.999999999999998,0.0,0.3839643939823002,200.0,0.0,0.0,4.898587196589413e-16
